ClaveProveedor,NumFac,FechaFac,ValorComercial,Moneda,Incoterm,SubdV,CertOrigin,NúmeroItem,PartidaPed,NúmeroParte,ModeloCOVE,SubModeloCOVE,Fracción,Descripción,Vendedor,Origen,ClaveUMC,CantUMC,ClaveUMT,CantUMT,ValorMercancía,Moneda(2),PreferenciaTL,IdentPref,MétVal,TipoMerc,UsoMerc,Vinc,Ident1,Ident2,Ident3,Ident4,Permisos1,Permisos2,ObservPart,MarcaCOVE,SerieCOVE,SubDiv
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,23,,325361139062092005,1139,,62092005,BLUSA PARA BEBE,ESP,CHN,6,10,6,10,60.4,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,24,,325361139162092004,1139,,62092004,BRAGA PARA BEBE,ESP,CHN,6,10,6,10,60.3,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,25,,325361140062093009,1140,,62093009,BLUSA PARA BEBE,ESP,MAR,6,10,6,10,76.3,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,26,,325361140162093004,1140,,62093004,BRAGA PARA BEBE,ESP,MAR,6,10,6,10,76.2,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,27,,325361141062092005,1141,,62092005,CAMISA PARA BEBE,ESP,MAR,6,20,6,20,160.6,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,28,,325361142062092005,1142,,62092005,CAMISA PARA BEBE,ESP,MAR,6,20,6,20,157.6,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,29,,325361142162093099,1142,,62093099,CORBATA DE MOÑO PARA BEBE,ESP,MAR,6,20,6,20,52.6,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,30,,325361143062092005,1143,,62092005,CAMISA PARA BEBE,ESP,CHN,6,20,6,20,173.2,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,31,,325361255061112008,1255,,61112008,BLUSA PARA BEBE,ESP,CHN,6,20,6,20,139.2,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,32,,325361255161112004,1255,,61112004,BRAGA PARA BEBE,ESP,CHN,6,20,6,20,139.2,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,33,,325361256061112008,1256,,61112008,BLUSA PARA BEBE,ESP,CHN,6,10,6,10,48,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,34,,325361256161112004,1256,,61112004,BRAGA PARA BEBE,ESP,CHN,6,10,6,10,47.9,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,35,,325361257061112008,1257,,61112008,BLUSA PARA BEBE,ESP,CHN,6,10,6,10,58.1,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,36,,325361257162092004,1257,,62092004,BRAGA (BOMBACHO) PARA BEBE,ESP,CHN,6,10,6,10,58,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,37,,325361258061112092,1258,,61112092,PULLOVER PARA BEBE,ESP,CHN,6,10,6,10,68.5,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
MAYOMO,32.536,32536,54379.02,USD,CIF,,S,38,,325361258161112004,1258,,61112004,CALZONCILLOS PARA BEBE,ESP,CHN,6,10,6,10,68.4,USD,,,,,,,"PB,UVNOM103,NOM-004-SCFI-2006",,,"EN,U,NOM-015-SCFI-2007",,,,MAYORAL Y DISENO,, 
