AÑO,FACTURA,ARTICULO,PIEZA,RANGO,DESCRIPCION ,DESCRIPCION MX,COMPOSICION,COMP. FORRO,TARIC,MX HS CODE,SUBDIVI,CANTIDAD,PRECIO UN.,"IMPORTE TOT,",MONEDA,ORIGEN,PESO NETO,PESO BRUTO,FACERR,SECCION ,MARCA,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,TK1,TK2,TK3,TK4,TK5,TK6,TK7,TK8,TK9,TK10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,PUNTO / PLANA,SEXO,UMC,UMT,,,,,,,,,,,
2020,32191,918,1,BEBE      ,Pantalón                      ,PANTALON LARGO PARA BEBE                                                                            , 59% ALGODÓN 40% poliéster 1% elastano                                ,                                                                      ,6111209000,61112019,  ,6,3.86,23.16,USD.,CN,0.93,1.186,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,1,2,2,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,1,NIÑOL     ,Pantalón                      ,PANTALON LARGO PARA NIÑO                                                                            , 59% ALGODÓN 40% poliéster 1% elastano                                ,                                                                      ,6103420000,61034204,  ,2,3.86,7.72,USD.,CN,0.31,0.395,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,2,BEBE      ,Pantalón                      ,PANTALON LARGO PARA BEBE                                                                            , 59% ALGODÓN 40% poliéster 1% elastano                                ,                                                                      ,6111209000,61112019,  ,2,3.86,7.72,USD.,CN,0.31,0.395, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,2,NIÑOL     ,Pantalón                      ,PANTALON LARGO PARA NIÑO                                                                            , 59% ALGODÓN 40% poliéster 1% elastano                                ,                                                                      ,6103420000,61034204,  ,4,3.86,15.44,USD.,CN,0.62,0.791, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,2,BEBE      ,Pantalón                      ,PANTALON LARGO PARA BEBE                                                                            , 65% poliéster 34% ALGODÓN 1% elastano                                ,                                                                      ,6111209000,61113093,  ,6,3.86,23.16,USD.,CN,0.93,1.186, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,1,2,2,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,2,NIÑOL     ,Pantalón                      ,PANTALON LARGO PARA NIÑO                                                                            , 65% poliéster 34% ALGODÓN 1% elastano                                ,                                                                      ,6103420000,61034304,  ,2,3.86,7.72,USD.,CN,0.31,0.395, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,1,BEBE      ,Pantalón                      ,PANTALON LARGO PARA BEBE                                                                            , 65% poliéster 34% ALGODÓN 1% elastano                                ,                                                                      ,6111209000,61113093,  ,2,3.86,7.72,USD.,CN,0.31,0.395,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,918,1,NIÑOL     ,Pantalón                      ,PANTALON LARGO PARA NIÑO                                                                            , 65% poliéster 34% ALGODÓN 1% elastano                                ,                                                                      ,6103420000,61034304,  ,4,3.86,15.44,USD.,CN,0.62,0.791,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2036,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,7,4.35,30.45,USD.,IN,0.532,0.679, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,1,1,3,2,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2037,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,2,3.03,6.06,USD.,BD,0.188,0.24, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2037,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6109100090,61051099,  ,5,3.03,15.15,USD.,BD,0.47,0.599, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,2,3,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2037,1,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,2,3.02,6.04,USD.,BD,0.188,0.24, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2037,1,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6109100090,61051099,  ,5,3.02,15.1,USD.,BD,0.47,0.599, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,2,3,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2038,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,2,4.15,8.3,USD.,BD,0.186,0.237, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2038,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6109100090,61051099,  ,3,4.15,12.45,USD.,BD,0.279,0.356, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,2,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2039,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,2,4.2,8.4,USD.,IN,0.18,0.23, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2039,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6110209100,61051099,  ,3,4.2,12.6,USD.,IN,0.27,0.344, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,2,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2040,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,5,4.15,20.75,USD.,IN,0.535,0.682, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,4,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2040,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6110209100,61051099,  ,11,4.15,45.65,USD.,IN,1.177,1.501, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,6,5,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2041,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 98% ALGODÓN 2% viscosa                                               ,                                                                      ,6111209000,61112008,  ,9,4.25,38.25,USD.,BD,0.729,0.93, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,2,1,4,2,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2041,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 98% ALGODÓN 2% viscosa                                               ,                                                                      ,6110209100,61051099,  ,2,4.25,8.5,USD.,BD,0.164,0.209, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2047,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,16,4.4,70.4,USD.,IN,1.552,1.98, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,3,1,7,5,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2047,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6110209100,61051099,  ,18,4.4,79.2,USD.,IN,1.746,2.227, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,10,8,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2049,0,BEBE      ,Camiseta                      ,CAMISA (T-SHIRT CON BROCHE Y ABERTURA) PARA BEBE                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,11,4.25,46.75,USD.,IN,0.99,1.263, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,1,1,4,5,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2049,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6110209100,61051099,  ,7,4.25,29.75,USD.,IN,0.63,0.804, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,4,3,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2050,0,NIÑO      ,Camiseta                      ,CAMISA (T-SHIRT CON ABERTURA Y BROCHE) PARA NIÑO                                                    , 100% ALGODÓN                                                         ,                                                                      ,6110209100,61051099,  ,1,4.35,4.35,USD.,IN,0.084,0.107, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2051,0,BEBE      ,Suéter                        ,BLUSA  PARA BEBE                                                                                    , 95% ALGODÓN 5% elastano                                              ,                                                                      ,6111209000,61112008,  ,5,5.9,29.5,USD.,IN,0.515,0.657,S,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,2,3,0,0,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2051,0,NIÑA      ,Suéter                        ,BLUSA PARA NIÑA                                                                                     , 95% ALGODÓN 5% elastano                                              ,                                                                      ,6106100000,61061092,  ,5,5.9,29.5,USD.,IN,0.515,0.657,S,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,2,3,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2055,0,BEBE      ,Camiseta                      ,BLUSA PARA BEBE                                                                                     , 92% ALGODÓN 8% elastano                                              ,                                                                      ,6111209000,61112008,  ,14,5.05,70.7,USD.,IN,1.288,1.643, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,2,1,6,5,0,0,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2055,0,NIÑA      ,Camiseta                      ,BLUSA PARA NIÑA                                                                                     , 92% ALGODÓN 8% elastano                                              ,                                                                      ,6106100000,61061092,  ,12,5.05,60.6,USD.,IN,1.104,1.408, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,7,5,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2056,0,BEBE      ,Camiseta                      ,BLUSA PARA BEBE                                                                                     , 92% ALGODÓN 8% elastano                                              ,                                                                      ,6111209000,61112008,  ,1,5.15,5.15,USD.,IN,0.077,0.098, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2058,0,BEBE      ,Camiseta                      ,BLUSA PARA BEBE                                                                                     , 92% ALGODÓN 8% elastano                                              ,                                                                      ,6111209000,61112008,  ,3,4.9,14.7,USD.,IN,0.312,0.398, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,2,0,0,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2058,0,NIÑA      ,Camiseta                      ,BLUSA PARA NIÑA                                                                                     , 92% ALGODÓN 8% elastano                                              ,                                                                      ,6106100000,61061092,  ,3,4.9,14.7,USD.,IN,0.312,0.398, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,2,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2059,0,BEBE      ,Camiseta                      ,BLUSA PARA BEBE                                                                                     , 95% ALGODÓN 5% elastano                                              ,                                                                      ,6111209000,61112008,  ,72,4.5,324,USD.,IN,6.696,8.541, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,7,12,25,28,0,0,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2059,0,NIÑA      ,Camiseta                      ,BLUSA PARA NIÑA                                                                                     , 95% ALGODÓN 5% elastano                                              ,                                                                      ,6110209900,61061092,  ,46,4.5,207,USD.,IN,4.278,5.457, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,26,20,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2118,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 58% ALGODÓN 40% viscosa 2% elastano                                  ,                                                                      ,6209200090,62092005,  ,5,7.1,35.5,USD.,CN,0.53,0.676, ,Canastilla Niño     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,0,0,1,1,2,1,0,0,0,0,Plana,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2120,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 100% ALGODÓN                                                         ,                                                                      ,6209200090,62092005,  ,5,7.2,36,USD.,MA,0.325,0.415, ,Canastilla Niño     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,0,1,1,0,1,1,1,0,0,0,Plana,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2122,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112008,  ,1,6.55,6.55,USD.,IN,0.121,0.154,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2123,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 98% ALGODÓN 2% elastano                                              ,                                                                      ,6111209000,61112008,  ,2,6.55,13.1,USD.,IN,0.224,0.286, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2123,0,NIÑO      ,Camisa                        ,CAMISA TIPO POLO PARA NIÑO                                                                          , 98% ALGODÓN 2% elastano                                              ,                                                                      ,6105100000,61051004,  ,2,6.55,13.1,USD.,IN,0.224,0.286, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2124,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 97% ALGODÓN 2% poliéster 1% elastano                                 ,                                                                      ,6111209000,61112008,  ,2,6.25,12.5,USD.,IN,0.278,0.355,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2124,0,NIÑO      ,Camisa                        ,CAMISA TIPO POLO PARA NIÑO                                                                          , 97% ALGODÓN 2% poliéster 1% elastano                                 ,                                                                      ,6105100000,61051004,  ,3,6.25,18.75,USD.,IN,0.417,0.532,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,1,2,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2126,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 99% ALGODÓN 1% elastano                                              ,                                                                      ,6111209000,61112008,  ,6,6.45,38.7,USD.,IN,0.72,0.918,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,1,1,2,2,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2126,0,NIÑO      ,Camisa                        ,CAMISA TIPO POLO PARA NIÑO                                                                          , 99% ALGODÓN 1% elastano                                              ,                                                                      ,6105100000,61051004,  ,4,6.45,25.8,USD.,IN,0.48,0.612,S,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2128,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 100% ALGODÓN                                                         ,                                                                      ,6209200090,62092005,  ,32,7.85,251.2,USD.,MA,3.456,4.408, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,4,3,13,12,0,0,0,0,0,0,Plana,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2128,0,NIÑO      ,Camisa                        ,CAMISA PARA NIÑO                                                                                    , 100% ALGODÓN                                                         ,                                                                      ,6205200090,62052092,  ,31,7.85,243.35,USD.,MA,3.348,4.27, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,16,15,0,0,0,0,Plana,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2132,0,BEBE      ,Camisa                        ,CAMISA PARA BEBE                                                                                    , 100% ALGODÓN                                                         ,                                                                      ,6209200090,62092005,  ,2,7.3,14.6,USD.,IN,0.192,0.245, ,Baby Niño           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Plana,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2136,0,BEBE      ,Blusa                         ,BLUSA PARA BEBE                                                                                     , 100% ALGODÓN                                                         ,                                                                      ,6209200090,62092005,  ,3,7.9,23.7,USD.,CN,0.189,0.241, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Plana,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2136,0,NIÑA      ,Blusa                         ,BLUSA PARA NIÑA                                                                                     , 100% ALGODÓN                                                         ,                                                                      ,6206300090,62063003,  ,4,7.9,31.6,USD.,CN,0.252,0.321, ,Baby Niña           ,MAYORAL     ,6,9,12,18,24,36,      ,      ,      ,      ,68,74,80,86,92,98,0,0,0,0,0,0,0,0,3,1,0,0,0,0,Plana,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2212,0,BEBE      ,Suéter                        ,SUETER PARA BEBE                                                                                    , 95% ALGODÓN 5% poliéster                                             ,                                                                      ,6111209000,61112016,  ,6,4.36,26.16,USD.,CN,0.492,0.628, ,Canastilla Niña     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,1,1,1,1,1,1,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2212,1,BEBE      ,Pantalón corto                ,PANTALON CORTO PARA BEBE                                                                            , 92% poliéster 7% poliamida 1% elastano                               , 100% ALGODÓN                                                         ,6209300090,61113017,  ,6,4.36,26.16,USD.,CN,0.492,0.628, ,Canastilla Niña     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,1,1,1,1,1,1,0,0,0,0,Plana,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2212,2,BEBE      ,Pantalón                      ,PANTALON CORTO PARA BEBE                                                                            , 70% ALGODÓN 27% poliéster 3% elastano                                ,                                                                      ,6111209000,61112020,  ,6,3.73,22.38,USD.,CN,0.42,0.536, ,Canastilla Niña     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,1,1,1,1,1,1,0,0,0,0,Punto,NIÑA ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2215,0,BEBE      ,Suéter                        ,SUETER PARA BEBE                                                                                    , 100% ALGODÓN                                                         ,                                                                      ,6111209000,61112016,  ,1,4.53,4.53,USD.,CN,0.076,0.097, ,Canastilla Niño     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,0,0,0,1,0,0,0,0,0,0,Punto,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2215,1,BEBE      ,Pantalón corto                ,PANTALON CORTO PARA BEBE                                                                            , 100% ALGODÓN                                                         , 100% ALGODÓN                                                         ,6209200090,61112020,  ,1,4.53,4.53,USD.,CN,0.076,0.097, ,Canastilla Niño     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,0,0,0,1,0,0,0,0,0,0,Plana,NIÑO ,6,6,0,0,                              ,                              ,0,0,0,0,0,0,0
2020,32191,2215,2,BEBE      ,Calcetines                    ,CALCETINES DE ALGODON                                                                               , 64% ALGODÓN 33% poliamida 3% elastano                                ,                                                                      ,6111209000,61112011,  ,1,3.89,3.89,USD.,CN,0.066,0.084, ,Canastilla Niño     ,NEWBORN     , 0-1  , 1-2  , 2-4  , 4-6  , 6-9  , 12M  , 18M  ,      ,      ,      ,55,60,65,70,75,80,86,0,0,0,0,0,0,1,0,0,0,0,0,0,Punto,NIÑO ,9,9,0,0,                              ,                              ,0,0,0,0,0,0,0
